94995,95343,95215,94557,94969,95717,95484,96170,0,0,0,0,0,0,0,0
95905,95777,95587,95579,96410,95928,96311,95794,0,0,0,0,0,0,0,0
95139,95127,95396,95448,95448,95504,95403,95935,0,0,0,0,0,0,0,0
96117,95315,95730,95350,95501,96001,95260,96020,0,0,0,0,0,0,0,0
95431,95488,95467,95033,95969,95668,95957,95821,0,0,0,0,0,0,0,0
95404,95135,96045,95893,95835,95837,96136,95810,0,0,0,0,0,0,0,0
95625,95328,95041,95264,95576,95115,95643,95599,0,0,0,0,0,0,0,0
95089,94988,95618,96065,96125,96447,96165,96225,0,0,0,0,0,0,0,0
95952,95958,95537,95922,96294,96278,95793,95791,0,0,0,0,0,0,0,0
95134,95509,95073,95768,95995,96051,95747,95020,0,0,0,0,0,0,0,0
95906,95793,94511,95460,95775,95466,96210,96080,0,0,0,0,0,0,0,0
94438,95326,95379,94805,95436,95904,95658,95591,0,0,0,0,0,0,0,0
95425,95731,95345,95063,96018,96229,95890,96155,0,0,0,0,0,0,0,0
94493,94822,95959,95480,95717,95303,95777,95052,0,0,0,0,0,0,0,0
95346,95455,95708,95472,95063,96002,95749,95932,0,0,0,0,0,0,0,0
95256,95134,94567,95803,95376,95968,95813,95637,0,0,0,0,0,0,0,0
