0,13213,13772,13825,13617,13616,14037,14070,3539,0,0,0,0,0,0,0
0,13683,13815,13475,13748,13787,13803,14045,0,0,0,0,0,0,0,0
0,13606,13880,13796,13623,13934,13969,13613,0,0,0,0,0,0,0,0
0,13910,14121,13607,14245,14087,13756,13878,0,0,0,0,0,0,0,0
0,13274,13559,13313,13953,13906,13900,13580,0,0,0,0,0,0,0,0
0,13910,13936,14103,14309,14114,14035,13992,0,0,0,0,0,0,0,0
0,13203,13269,13486,13530,13543,13493,13843,0,0,0,0,0,0,0,0
0,14164,13656,14062,14060,14005,13886,14100,0,0,0,0,0,0,0,0
13895,13809,13358,14009,13992,14033,14108,13992,0,0,0,0,0,0,0,0
13501,13153,13379,13120,13968,13323,13895,13571,0,0,0,0,0,0,0,0
14101,13436,14075,13790,14075,13825,13915,13654,0,0,0,0,0,0,0,0
13318,13774,13605,13755,13701,13880,13447,13999,0,0,0,0,0,0,0,0
13952,13920,13983,13931,13814,13745,14186,14356,0,0,0,0,0,0,0,0
13465,13461,13496,13163,13900,13997,13998,13583,0,0,0,0,0,0,0,0
13505,13690,13853,13625,13978,14004,13736,13608,0,0,0,0,0,0,0,0
13424,13658,13462,13866,13962,13872,13858,13540,0,0,0,0,0,0,0,0
