310454153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310452666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9752743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9753883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611152076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9755677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9751912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9751176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
